target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
FoxP3 1.94929645951943 13.0891743929119 1.9614513459828 13.6059507291411 0.508860919106534 0.458652234349285
CD138 0.0536112462035603 0 0.0538452253038923 0 0.503134717063027 NaN
OX40 0.231243231266447 0 0.231652899636087 0 0.500599710818233 NaN
CD45RO 0.338254563660974 72.8954716197804 0.336994603580414 72.9354579957694 0.489999088883181 0.498647962457948
EGFR 0.675867120276731 15.6426357422216 0.638415798119803 22.6475628702069 0.326700378513615 0.098041019134605
H3K27me3 0.408033851477422 67.2202034284769 0.40888866913669 67.1103833160313 0.50813965353752 0.506050003849856
CD3 0.248388221093699 82.0190173061596 0.2487457309912 81.9524839833247 0.503075069327688 0.506190576552378
CD11b 0.248449262465146 11.8561845609846 0.252133003454579 10.988637751965 0.51985679347225 0.555646872731558
Lag3 1.68314799641551 6.57932769320699 1.69482751556001 6.26927912988303 0.509137461765168 0.525128687327271
CD68 0.508413197008406 45.4669095681974 0.511271737877305 44.7759697877188 0.513626805339512 0.527179200931568
PD1 0.994506845105707 28.2302412182479 1.00613291237683 28.106301530157 0.524178845167199 0.503907189413042
p53 0.117126489111306 0 0.117891844427458 0 0.505716010551675 NaN
Ki67 1.79871546212358 0.0367758836114374 1.72961509488078 2.77678163346584 0.462402828107017 0.0210237517232414
IDO 0.170036775594084 0 0.172796272184618 0 0.51217712638751 NaN
phospho.S6 0.502813811068484 41.9749972693673 0.502015373509695 41.3313489211738 0.495054416478086 0.524814603041851
CD45 0.221600282481495 84.529959720943 0.223019457506338 84.4318342831875 0.51516842903122 0.5059972942836
CD4 0.40304252003526 37.9624876148879 0.400908677764467 37.1132657560561 0.485465406195763 0.523355257504924
CSF.1R 0.432849839411662 57.2229967217323 0.433241765468545 57.140036255444 0.504295588468489 0.507615834785739
CD31 0.33140050300018 0.580133647953466 0.332772834817025 0.988307826544136 0.504192713555547 0.260521524535215
MPO 1.05494645094553 23.4987134224435 1.05896388325257 23.2597400450473 0.510328723514262 0.510072557863784
CD209 0.0769626825796482 0.119483126877119 0.0774525775039078 0 0.505670576347754 0.872443194291503
Keratin17 0.267627742689113 0.00586152014432684 0.258858693412609 1.70111139220963 0.467364762455764 0.0563835065730336
Beta.catenin 0.926180651690445 35.5874005690926 0.873393636659504 40.0183019835768 0.245577750491694 0.321665693538205
H3K9ac 0.511397911533192 56.3290314201577 0.50283416978069 57.6718681399585 0.391209777898479 0.389234980411114
CD16 0.940245609864731 64.0782752554004 0.94369101948126 63.9222545377336 0.513513547701905 0.505588569791376
CD8 0.418677027684036 62.490430969749 0.420666372071952 61.9392001776744 0.519132253790474 0.523176278021832
PD.L1 1.31420232064198 9.9750149033711 1.29137783198204 12.2928761142123 0.420537707937576 0.231070766074866
Keratin6 0.274427510645292 10.0901700777041 0.248742470531966 20.5833432225244 0.337188201550561 0.0191373532800739
CD11c 0.414960514876077 30.8139873588544 0.410070545602794 30.9903277609945 0.46569898261828 0.492886657167619
CD63 0.22623363817655 45.8282501526021 0.224832901656775 46.3403283927123 0.486008166853079 0.483314360836406
HLA.DR 0.433845119507365 30.7256075893947 0.411039801970397 36.5978177030409 0.182797265173245 0.175245199932431
Pan.Keratin 0.476280668908774 11.0840437704526 0.469362162210366 13.7747008328953 0.443396092890448 0.265563794623683
CD56 0.0915456026897921 0 0.0916732462314091 0 0.500457870080807 NaN
HLA_Class_1 0.494362820882778 27.848138831414 0.45642740393578 34.6605968006336 0.327611471929097 0.122025439032035
