target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
OX40 0.284881567638159 0 0.291839882720326 0 0.509341538750493 NaN
FoxP3 0.100019698530644 0 0.103692858852828 0.152023333686827 0.514717529047136 0.171718198068957
EGFR 0.119387260823012 1.21449826126241 0.12024151402967 1.50740112170758 0.505206630008055 0.400924107812732
CD163 0.559054519751621 0 0.569441130256656 0 0.509326555657631 NaN
CD3 0.539774923582445 71.2591793357185 0.544695809605897 70.7099592635182 0.526322659156661 0.529669538000914
CD45RO 0.470869395930425 86.8763307265696 0.474086150427869 86.7290868341095 0.523742898661419 0.528429894793729
Lag3 1.73668738489953 5.63888430886502 1.74686358011159 5.34263067974327 0.508929836763627 0.540959168520691
PD1 0.69212707741851 5.19842204931803 0.688223841967038 5.97555862261235 0.486988587518786 0.397153236770345
CD11b 0.854448711618414 49.4781063358171 0.854950986505413 49.1429066657401 0.502092372490711 0.511019678445671
H3K27me3 0.442862685204128 65.5853450125931 0.44512529769632 65.2571712861699 0.559526973882088 0.530698617743986
Ki67 1.08959107763125 0.703624102026167 1.09016382894094 0.60384130829963 0.501709196805311 0.566969291483391
CD68 1.48801232626831 55.3073800638589 1.44635364980579 57.5568476769198 0.314695884673182 0.383043943563448
IDO 2.16933071194094 50.8930719736949 2.07289503015471 55.0325329536569 0.171419033385038 0.112924150068805
CD20 0.472887242305385 21.2102221959556 0.460687472399543 24.432643442011 0.409948356735083 0.35945135719946
CD4 0.543961832382151 70.0341896810736 0.545481057026651 70.0567206849292 0.512148430826368 0.498347980737948
CD31 1.19632066139567 11.5566610215072 1.18081988526804 12.5979554622729 0.475294872424134 0.438343674803685
CD45 0.342931978053536 87.5526903570954 0.343962119437008 87.4781505700433 0.512602340835803 0.512497794608742
phospho.S6 0.449471648712235 49.7300320077196 0.435536921633519 52.8715910661198 0.278224373118202 0.292687600609085
CD209 0.04688049349365 0 0.0499293848801745 0.498487059165154 0.546907550128058 0.167957819318958
CSF.1R 0.838249000118495 68.3263092933705 0.839163859456176 68.2335343467255 0.508271655947905 0.51190979295062
CD16 1.27612764726362 62.4143015312894 1.26016867364216 63.2288339870908 0.448782116964907 0.426895070337074
PD.L1 1.09158848681647 51.0780159224979 1.06637299397412 53.8121999932959 0.36772759058031 0.352314005729619
p53 0.512398371714417 26.06161393316 0.506771747825208 27.6110705132932 0.447961491654453 0.402334569558383
Keratin17 0.476905107884133 26.8738334176146 0.474997506145137 26.631676193207 0.486621062153075 0.515658956543982
H3K9ac 0.393913659489274 74.283100321345 0.389451019718748 74.8326174353588 0.360214551590957 0.365343135037009
MPO 0.781281372154724 4.75184295622109 0.787806555685501 6.40261491081536 0.512197267239488 0.345433807498593
CD11c 1.01303889590327 66.1270473087945 1.00891187025326 66.3027770881499 0.477904711712918 0.485824816795407
CD8 0.892814367910952 58.0229446628994 0.894700623762173 57.8297533123224 0.507625904080761 0.510658830856923
CD56 1.03678047434109 0.00361415159240708 1.04079022114179 0.141207364093034 0.504625574206136 0.129052480565012
Beta.catenin 0.582516693050915 65.8814878333007 0.574893254648779 66.9185066554032 0.388879391729103 0.405602245058389
CD63 0.52292184122668 45.4797439107361 0.525360910311921 44.7724666347249 0.515173245696475 0.533212208544549
Pan.Keratin 0.593197863801773 70.8239122667834 0.583557130864662 71.8890399780141 0.436718498383218 0.394776635871488
Keratin6 0.630368975716292 70.4921623081157 0.616811434217341 71.7627873132284 0.401940173500504 0.386257786286822
CD138 0.205436946670007 6.55000592648029 0.205472149951996 7.55260479743684 0.500272630503062 0.391678555296727
HLA.DR 0.545271710418411 69.7207717205755 0.519966667626103 72.2304488904783 0.154534985092523 0.13078823448137
HLA_Class_1 0.311695645583154 59.9206732072508 0.301067866292897 62.8261737214805 0.387557692556544 0.348337056815761
