target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
CD4 -0.116920568021527 0.0262168621086898 0.580355920157529 0.0679045489820443 5.3093585289378e-06 0.597981986756382 4.31786231823916e-21 0.321961445109135
CD31 0.0473299731641611 0.412911648873638 0.0316596454981855 0.263715014603206 0.484209627453444 5.22462874915171e-07 0.790285357981318 0.0210501217444464
Ki67 -0.0474684070976335 0.374915985915579 0.192902651909881 0.0789775457892865 0.115740040439773 0.000542679030572414 0.0379783320850863 0.479188471379176
CSF.1R -0.266066770504721 0.142211312475987 -0.00391327311736149 0.186952613881606 8.36058954518662e-17 0.00638570546064928 0.951529310060178 0.0443024573678442
Keratin17 -0.0343623965189506 -0.0358447270293457 0.772399905551381 0.10126491146859 0.28178734802112 0.752332299998936 1.12268436406751e-22 0.339463997374035
Beta.catenin 0.0133437658908832 0.80201996906208 0.101491721806734 0.180294638496456 0.600404443080265 1.84567392384599e-33 0.173503109535251 0.0252870724817328
CD16 -0.049912564540726 0.406009680130954 0.442538348768402 -0.134815611930885 0.0524874337684832 1.89271297858073e-18 5.77707892075084e-12 0.0971844101984409
H3K9ac 0.00955633891416798 0.771079222472437 0.161113531334836 0.157200112960287 0.676958421835486 1.23125707709525e-73 0.00076750245565005 0.00315537601642368
PD.L1 -0.16093677059752 0.297226123268042 -0.141890440095443 0.264699635100218 0.00107210665182643 0.0112282777019122 0.157870092571678 0.0490529354527027
CD11c 0.00153709795846722 0.58601599954944 -0.0576589598920022 0.437736930361444 0.952199446135482 3.85733604138229e-25 0.42298410023732 1.70518416249878e-11
phospho.S6 -0.0242646023528413 0.648035083235977 0.119389035221725 0.358117233569808 0.599743688186168 5.84920542681817e-27 0.0777869762646141 3.59765135612384e-07
CD8 0.0238279057867097 0.847519132194874 0.110498992799852 0.110832391809924 0.231937835353098 6.68143917687916e-81 0.000112903564545269 0.0298573812684494
CD63 -0.0220708221972644 0.55684496380582 0.00503503019918187 0.331267700015299 0.333545848992394 2.74536427306158e-18 0.946278082240105 4.68286885904774e-06
HLA.DR 0.00890096336375939 0.618454738490048 0.301272415346489 0.0932091810020574 0.733393735329474 7.22557403365836e-43 7.37303048182338e-10 0.063558950854439
CD56 0.0239641446441496 -0.298896745386786 0.586178261762549 0.200180201215837 0.465668415975286 0.00210808534582538 2.02844522308337e-12 0.0913328470215542
Pan.Keratin 0.0131832765445314 0.713868067389622 0.211658026804967 0.203048818207364 0.507716456161558 5.00003648354944e-40 0.000810459386541017 0.002280559494963
EGFR -0.00561637730698602 0.457554371646343 0.182231655762087 0.340510751426112 0.841741391265038 2.28078228963003e-06 0.0694728457762391 0.000566810819142929
CD138 0.178740541031309 0.33458718070995 0.0712327333458614 0.243044755045891 0.098458121426655 0.000156325068717795 0.417176378242548 0.0369723435043125
MPO -0.151512587882815 -0.00966315516138609 -0.0210101136050054 -0.11689438902971 0.000535481472850295 0.934946246406746 0.855948741653821 0.679688226545374
CD3 -0.0657063816480458 0.959493424165798 -0.239490857309598 0.122976341405871 9.51368140137078e-06 6.54443939696796e-114 8.02567323134697e-13 0.00221116338980477
CD45RO -0.0648970225894318 0.520501393939032 0.136294129620357 0.211847532914841 0.0351234967321514 1.07442928679333e-31 0.000200804094087747 0.000717720335599303
CD11b -0.0176953865676869 0.382908565106639 0.66231117635684 -0.149201913391269 0.167869151102597 2.93755825223873e-23 7.57317737938819e-29 0.0106434055759581
PD1 -0.125160940570524 0.131609786426839 -0.142588927207867 0.18524478322121 1.34573258577364e-08 0.0211119554164995 0.116752280809474 0.0766722139703708
H3K27me3 0.0178503416187465 0.792607922510097 0.148669940245548 0.100023171024168 0.597521430689311 7.1188884501943e-68 0.00544816599308629 0.104343426872313
CD68 -0.0289059821027345 0.612851778843666 0.13827992340163 0.0617516313013069 0.39385536369707 2.01907702007878e-58 0.0134003174965233 0.382348671838865
Keratin6 -0.0357513009533324 0.762657997019555 0.208876935068985 0.0481123411348294 0.662441619731517 9.78076721531786e-58 0.000200226525766216 0.430296789153647
CD45 0.00806265589689149 0.798836637935828 0.0672299795172288 0.147369287268486 0.668681134450519 2.41110061689991e-100 0.0372069367861089 1.98148921043311e-05
p53 -0.0773491384584854 0.153160011832393 0.200382568212878 0.377618013152287 0.0676518552773147 0.191174141445394 0.11465710476238 0.000388757350042301
HLA_Class_1 0.0864303382780254 0.382125063573424 0.0877701904109429 0.636149814428584 0.00242537632317676 4.2607792684977e-19 0.0525798678754789 1.6963191621842e-42
