target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
CD16 -0.0287847649744125 0.937713656515616 0.0719553939933091 -0.191119426997374 0.251388186963773 1.19648216361979e-58 0.202556842229942 0.0342224817196591
EGFR -0.147634769406925 0.363752514956395 0.000991826033860161 0.119899000291754 0.00623092160934267 0.00433853117793188 0.995062901058877 0.410936360896088
Keratin17 -0.0915454211389229 0.715673046976627 0.0852037912301727 -0.23158180511985 0.00139228239209954 2.33094561985875e-32 0.270584531784572 0.0391317661107417
Beta.catenin 0.0816594794395041 0.338936125912926 0.485023916640362 0.396121762844678 0.0680496710237811 1.57565507171847e-06 3.39399517681537e-07 3.6522263484932e-05
CD11c 0.0284892559550556 0.627131629354983 -0.0386983838344953 0.531785800070312 0.289643977463378 1.29988109756747e-22 0.640118285201853 1.20477005423442e-13
CD45 -0.00482288831179702 0.84978614231952 0.112197023240658 0.0318661262370205 0.912126492603922 6.93531005995239e-84 0.0163490805372335 0.57876557259201
CD31 -0.0896631835986624 0.059942936014071 0.0572774015619132 0.302423507233469 0.0681494951926335 0.774673891096161 0.778391779634077 0.0465851917699152
H3K27me3 0.145428832581036 0.399314824826706 0.367132344913057 0.37584027839662 0.239163987788198 5.59041621012965e-12 5.20228754503636e-05 0.00116993385068472
MPO 0.0458160228545068 0.85659120740177 -0.126244561723303 0.171140499122517 0.570341692643942 1.25814178416994e-58 0.210009330961294 0.0470639743285631
Ki67 -0.145301196036787 0.0942572026467137 0.0818946894269595 0.04193654017849 0.00199866400073758 0.226932562748133 0.640328912224544 0.823447989249614
CD63 0.0605352455909915 0.68641035043284 -0.148421645972389 3.0926984869562e-05 0.256910949157518 9.2523855964848e-24 0.236584890440715 0.999809704753459
CD11b -0.00419794460059452 0.954551300277978 0.0771639205730401 -0.030737448445974 0.853117360885004 1.4001334788203e-89 0.249600623532212 0.647149466686669
CD138 0.13970246930253 0.569591004041313 0.00536898811646925 0.345635239857464 0.441562500908721 7.42481076155136e-15 0.952261451353469 0.00415055939833912
H3K9ac 0.312153591687518 0.838140898167364 -0.0619972209848775 0.523972665911715 0.00361932021146233 1.05895256116459e-31 0.482310123287776 1.92623292553927e-08
PD.L1 -0.337358984705723 -0.032616952120977 -0.139048963470156 0.0884197650282433 1.96263382288616e-06 0.824082821948262 0.335735595470723 0.46020771044313
phospho.S6 0.0446515555177978 0.518345322317289 0.0836341672311219 0.466447934118737 0.600717692613199 5.06919566439726e-21 0.308881601467712 1.07021706755461e-06
Keratin6 0.014772810095872 0.86001263631116 0.0482840701681484 0.267953146728578 0.594219926579616 8.87427971631576e-48 0.499762576427407 0.000438202576836418
CD45RO -0.12205222768813 0.847341415781018 -0.207449638882991 0.15447749731524 0.0356516878157744 4.33915369146918e-77 0.0251112505961626 0.0326118924464137
CD68 -0.0169511365938017 0.742688455199287 0.136243793946165 0.0297444894865228 0.676538934328323 7.57257376478571e-35 0.0155955458941344 0.727598577991693
Pan.Keratin -0.0586496249479276 0.383745625049128 0.143899538581032 0.207557034622175 0.159775225062281 9.79371538987875e-06 0.0818263883227996 0.143266836986468
HLA_Class_1 0.0850825483199305 0.742731541346258 0.10867203959457 0.20954036906323 0.560305204124114 7.94293007710978e-39 0.107739966161031 0.0168362880194585
