target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
CD4 -0.175228295800325 0.472876270952024 -0.0198604834904464 0.047284130463496 0.000199569162379882 4.40760728837395e-19 0.709927191645178 0.682134354577085
EGFR 0.0342612147561903 0.145682757015099 0.291713574645595 0.333527503284385 0.688387332321562 0.00120534391495714 0.000741334651759094 0.00389179053061693
CD8 -0.0853902047128947 0.708843582328299 0.00525525984743873 -0.0677678217389304 0.0508179398870609 2.73548759881514e-52 0.911025978850008 0.507747882750788
Keratin17 -0.00887131286429909 0.207754261920761 -0.00365191362286708 0.286936143765547 0.825465358846799 0.00695877383749709 0.972869497228898 0.0205594963843382
CD11c -0.0779137786253695 0.30735527057605 0.333266530813232 0.0169204927073949 0.0758084197339327 2.91861706788947e-13 5.71683807847938e-05 0.880013572770514
H3K9ac -0.145274284118209 0.402570339498868 0.00812161384960339 0.0414205233190323 0.0331614329922719 2.00240246565953e-15 0.931906239314704 0.759286474706199
Beta.catenin 0.0029732908659275 0.384867442270302 0.260419440401051 0.380831333216059 0.967881542143977 6.87819906075369e-13 0.00028488526052624 1.16076418044538e-06
CD16 -0.196650321391618 -0.005325611403633 0.48552710134388 -0.0848606507992612 5.17092223513002e-05 0.853231710761591 2.98710251329954e-07 0.488699297113114
Ki67 -0.139589504398938 -0.0453210080314962 -0.00804898655909506 0.0254627653899632 0.0895039419282695 0.648167541679469 0.939713783093726 0.900102506982375
CD3 -0.0414266039560506 0.96720286179326 -0.00650297432882258 -0.068322214893992 0.447330937018512 5.66210227675643e-40 0.885175905402801 0.548873933137968
CD63 -0.00603146874382979 0.16128290927471 -0.197910701697512 0.242947609310904 0.937140928526793 0.00543790564592315 0.0420658705003191 0.139645268048859
CD138 -0.0332130646297477 0.274997642734891 0.209502608022887 0.214764535679864 0.510097133868157 1.2897598674223e-05 0.0196006391820076 0.0705945508595415
phospho.S6 0.149267633521344 0.127858503546553 0.386404833350633 0.331789230256207 0.400437150867225 0.00953459676493132 7.88554151107522e-05 0.00677192746310291
Pan.Keratin 0.0225029996310645 0.713239774608289 0.168759850120445 0.0714023575763093 0.763496244665113 3.44997342001381e-43 0.000150082313211174 0.14038662843402
HLA.DR -0.135770861299446 0.259070562904509 0.239276998201286 0.0894491236554149 0.0188698975172125 2.00477168193867e-06 0.0013797744504368 0.42707274441923
CD31 -0.126328273009032 0.0948579429885356 -0.0896426893417575 -0.0778355473388012 0.00264525657128228 0.28330077979188 0.623106565623415 0.673826341601558
CD209 -0.0833299770358087 0.00339937714693625 -0.00250568692019075 0.08505320640834 1.75922852436426e-11 0.915421156453138 0.952513378583984 0.360939605541267
IDO -0.11210771843113 0.0464344487812145 0.0777751092735339 0.273123397425626 0.0141229527491284 0.623693502209218 0.564549863679265 0.141382002928614
CD45RO -0.128787705285118 0.912696324490286 -0.0829154999045287 -0.0601679768536166 0.0837308223233161 7.43745425179913e-31 0.109924132323213 0.608374728258314
CD68 -0.0502829403759273 0.1674855889507 0.209524839223184 0.266321341758957 0.454235327343336 5.43590656693883e-05 0.0356812162361835 0.0212207069243729
MPO -0.0822045739852846 -0.191481556494571 0.255491617502512 0.112487084083861 0.00113107380861684 0.0109378331282796 0.0155734481421309 0.46147128415374
H3K27me3 -0.0552288166786933 0.680927237848529 0.237257093023426 0.0909913257704865 0.245301941481655 5.56916566256232e-36 2.08735668973022e-05 0.246735785064133
CD11b -0.183805346550642 0.00530447906838475 0.0999318310011223 -0.3284050128169 1.60928546582972e-06 0.760115741460014 0.249071240853752 0.0346787927175708
PD.L1 0.147202505609301 0.282888221935824 0.191434404655814 0.361747010544488 0.268360996437222 1.29643336554832e-05 0.024248209151557 0.000488849384923491
p53 -0.273447486909639 0.0527654983694085 0.110458983313527 -0.222960928976931 4.15671593805697e-06 0.362345155046777 0.404476625642972 0.197194846743639
CSF.1R -0.376660830733646 0.0271619616173552 0.0392658448875362 -0.0766052905829924 6.18346224209448e-07 0.356453009843035 0.783650144738654 0.582546722266622
Keratin6 0.00609300240050046 0.707167542568855 0.203149400985663 0.0488670693484142 0.830782704168141 1.30846221760341e-33 0.000273157864994137 0.384620163241898
CD45 -0.0843241508938048 0.654675377588054 0.0602449321586215 0.164672532193646 0.152912983207047 1.39163646155968e-43 0.175622390076701 0.0493686758371409
HLA_Class_1 -0.411564358014903 0.403386148559031 0.14765535404057 0.132446012644111 0.00488019570117739 6.98971996102698e-27 0.0160160681548329 0.235121754073692
