target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
PD.L1 -0.112288885018406 0.19711033014105 -0.060215866726607 0.488961426645638 0.0168062861026159 0.0717469058815796 0.375999302510669 2.69053283583112e-07
CD16 0.115091614973861 1.7642332434379 -0.0133788062246316 -0.440799307308805 0.000190193427744503 1.66434052144093e-96 0.300048284553228 8.81647661910606e-08
CD11c 0.238531242111975 1.61653497184416 0.0602401984776935 0.010056115241101 8.31239324486791e-30 1.28800521016858e-165 0.000435347807581335 0.840062807354066
CSF.1R -0.12032473748631 0.886854442284516 0.0118937285001301 -0.223512442083229 0.060701223473482 9.75771990309926e-13 0.539131224660075 0.0902944570715299
CD45RO 0.126799327903167 0.689731636271226 0.16982285525078 0.346949921574295 0.122306117664806 7.42215934553215e-12 0.00097525194552583 0.00487505442454952
HLA.DR 0.0761871548062883 0.816225638842727 0.194979649369825 0.103123142094652 0.00981504471761926 9.75216707892273e-159 3.93790263360713e-18 0.0171421523333463
EGFR -0.0394531934942844 0.407389100259785 0.0839263171509024 0.327080016269536 0.220475925217296 1.00506326402164e-05 0.292002861333685 0.00812469299971021
PD1 -0.175505914948831 -0.00105310632082651 -0.000427632158565979 -0.0734291427572697 0.0120374496793001 0.985425726473444 0.997172273085253 0.852140399737682
CD138 -0.052062561940181 0.193743005312777 0.0801710295421707 0.548928575082775 0.246195301422314 0.0105084636040456 0.343309483936765 1.96059434766233e-06
Pan.Keratin -0.200796132000182 0.0523000936300831 0.094328079844174 0.43610114536954 0.00101771864540298 0.259544270924232 0.411976461113455 0.000392841954053308
CD63 -0.00124881811553175 0.632277599841666 0.461332260695201 -0.1105954016236 0.903551924462968 3.02006236716756e-74 2.34086966868881e-26 0.00514845314623234
MPO -0.118250001907426 0.0528451982496479 -0.156868587439125 0.093090068882942 4.32014798719163e-05 0.559563867799227 0.31281430083449 0.516180612914175
p53 -0.0978582030098694 0.62619274512839 0.240706463399397 0.201237804816221 0.298218900771781 5.6206080797469e-49 9.40669769457617e-05 0.00134418738801374
CD45 0.22831424678665 1.52838214375007 -0.0612255927845502 -0.178410154903923 4.35239819800518e-11 2.35520399438455e-215 3.1266211197053e-09 2.44134232634853e-05
CD31 -0.0403893712402574 0.202394951774624 0.225799041780595 0.303651481501877 0.101566501934397 0.00507118111330642 0.0180263502261879 0.0206860457332094
CD68 -0.0525809301471534 0.89613008853449 -0.022288607971931 -0.0448315011459644 0.000876293728000525 3.85117919026269e-164 0.501940086035685 0.273747266024973
H3K27me3 0.0280869482506653 0.565592259684104 0.29696885888876 0.344417851385687 0.197536447347306 1.29404159267046e-59 1.50211409775777e-05 1.58936245733316e-05
Ki67 0.00740973026515836 0.270332921086616 0.523863529302039 0.147764165458175 0.797488218541871 0.00133629773418678 0.000254869555097845 0.371143524076894
Keratin6 -0.173365388622925 0.214581590278858 0.107720214109512 0.315635654771552 0.00847187730333807 0.00760670374076047 0.296898729883021 0.0212108388740013
Beta.catenin -0.0682138486446162 0.716736115614975 0.137669601761767 0.391765891943051 0.0448371765925848 1.10043305184275e-31 0.0295355997506223 4.47936385706698e-05
H3K9ac 0.0196919556473488 0.767926111853445 0.0849896706810005 0.288426006893976 0.382746915312912 4.7535179630979e-88 0.0276919708015314 2.15300418469623e-09
phospho.S6 -0.0910579609532842 0.531666941949989 0.229367432532266 0.112697732026928 0.07802492595021 8.75897728470669e-54 0.000186058403855264 0.12644671202076
HLA_Class_1 0.0386841047858789 0.62800106251568 0.0794448388582828 0.32085946826924 0.621888609452659 2.66386200894093e-51 0.0734505822761212 5.58056243092495e-07
