target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
FoxP3 0.351347407549932 0 0.356989351945482 0 0.508047416747044 NaN
EGFR 0.87093531548075 52.4167886026012 0.867556375851023 52.9168298600554 0.4907600495182 0.470742228096165
CD209 0.108227799185685 0.0203868859508038 0.111219656517894 5.32178940188128 0.521939754306936 0.0916085857078174
PD1 0.997940141994123 17.9847778990074 0.991316428211757 17.4919350819205 0.481807348507993 0.525041370742402
CD16 1.15423167823853 73.8557512978853 1.16129562554779 73.6231493996111 0.530987490823686 0.515551468264227
CD163 0.318230113207998 0 0.336343328819203 0 0.519418222008724 NaN
Lag3 1.85801016753755 15.0582579158989 1.87996742148174 14.0737976776703 0.520300765180182 0.544401534236433
Ki67 0.976589256047496 0.926556112935386 0.978327528304438 0.519131231017246 0.504718837672262 0.705378608244358
CD56 0.696290651262225 8.53990139774866 0.699890949616259 8.74629763367919 0.506806818269958 0.486031544179622
CSF.1R 0.447519738958309 53.1813501744547 0.448148338586831 53.3735002308764 0.504432677329581 0.488407818045083
CD31 0.843138242072768 7.62571189330814 0.849232234038102 7.20270984836617 0.515042099495217 0.542203571579454
CD11c 0.540478482178178 53.9004317879527 0.533253992135041 55.0600404601715 0.432239041487581 0.429614195703328
IDO 0.701908069016545 10.1869279175661 0.697542664145197 11.7958400521496 0.490148778138436 0.406769771925294
CD4 0.531322564593432 40.9650177473981 0.534086918731497 40.4757978139981 0.526916059145866 0.517864578643094
CD68 0.675135828769785 47.9359962928718 0.674988324078573 47.911586488112 0.498882438442453 0.501121515383406
CD20 0.140144930480378 2.18803217082918 0.139746233106551 2.60752229124398 0.496579438215176 0.445201114166013
CD63 0.803376901134252 24.4894283689568 0.793219802032269 26.2696169189313 0.469591774691611 0.399333085717151
PD.L1 0.759382674387557 36.834304550786 0.759289192401538 37.9565295999462 0.499705044238545 0.458727153304581
MPO 0.758849273657492 3.21216169185443 0.761658392970983 3.02733843533489 0.504267561059059 0.526654260074232
CD45 0.303421476276375 84.2226862887875 0.304084793384385 84.1478452799659 0.509585171229513 0.511272567424872
Keratin17 0.297087092196847 8.36523206156501 0.335120026540277 4.69115498063642 0.602583448677041 0.741402180163121
CD8 0.784474433976449 34.6503585495258 0.786003688778355 33.9204397960955 0.509927622759722 0.532894964238095
CD138 0.854907465616681 4.35517438731328 0.802003402310717 12.6094669406205 0.315948705852502 0.0378980876960243
HLA.DR 0.653486665024748 45.6414882147552 0.656101402074832 45.1103469469651 0.520295997158933 0.536790440382248
p53 0.201596579175555 0.823883143673776 0.202106275233772 1.02302313857023 0.505719546168772 0.396325552767725
H3K27me3 0.651671339799806 72.623740856784 0.654568429428631 72.3927126964995 0.521915339565425 0.523108264680908
CD45RO 0.432608393858249 78.9083828202348 0.434099923236802 78.7645865844521 0.535446967202494 0.522977240456987
CD3 0.351413628365939 65.0522324189393 0.352969965252102 64.7173134659511 0.516352313736453 0.522659025516067
Keratin6 0.442961723218653 60.666942726101 0.441854085879599 61.044387613486 0.491783676288669 0.460480220506257
H3K9ac 0.496314957951169 58.5221540368501 0.490189704207417 59.4709643534778 0.375131285204087 0.374781152144362
CD11b 1.12207899687345 48.8143681752679 1.13124934157722 47.8913046188685 0.518469902686597 0.548109676475196
Beta.catenin 0.596386104674397 70.7143136632571 0.602781433748207 70.22083376298 0.573938471309677 0.58925739160713
phospho.S6 0.695351030105157 31.0041380364321 0.680140943329177 33.75506565648 0.344427771280785 0.311263951742969
HLA_Class_1 0.352601735703702 69.4859164972793 0.332816733849119 72.6138393875242 0.159647786576641 0.0900423201472357
Pan.Keratin 0.521601451392416 68.2308426191361 0.522655096711508 68.1135924187538 0.505865294058316 0.504698282239484
