target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
CD4 -0.185028302958585 0.651583872620703 -0.124620178860661 -0.03389563969724 0.0711458708841951 0.0007111372758002 0.467766095588808 0.854039439766359
PD.L1 -0.108412654706831 0.296955774442168 0.27063541386226 -0.0390776039158029 0.0364723310489481 0.0602036062065975 0.122693874955127 0.807533527193521
Ki67 -0.0750995679949839 0.294775438865005 0.265932792154305 0.00333218403639411 0.103801942818421 0.094599861706243 0.10742797132363 0.984634178212963
CD16 0.0398997673499416 1.39166572541894 -0.223755699377698 0.00304478267189145 0.254888163214893 1.5463778548244e-41 0.0476377395457983 0.981221460244388
CD11c 0.0682038836114536 0.991123389347463 0.0516380322486493 0.155569485461696 0.369470259747488 1.82083054243705e-11 0.724364054221142 0.284391687843792
EGFR 0.022041914955749 0.912082879781352 -0.0284844341401225 0.205824510728954 0.658446882389772 4.20457774172177e-09 0.841515659422539 0.233936329019929
CD68 0.0167503406291874 1.29587625558761 -0.105834760001864 -0.0947979305655239 0.726953314922881 5.08576709269724e-25 0.495836493276108 0.474236113915254
CD8 0.0407705725748372 0.55227469187749 0.049576217799581 0.537826779890866 0.469667342447237 2.10471285393067e-06 0.724438321500302 0.000475319977267841
CD138 0.00854797086847591 0.615637899241772 0.331996775416987 0.233449024861617 0.845128256244251 3.88325348836204e-07 0.0186565660419281 0.0800150123647353
Keratin17 0.00955690672988777 0.0405269226933141 0.0892340572961814 0.913215539443453 0.87161074713031 0.828569953906509 0.583663658226683 1.39465557895826e-16
CD63 -0.264739618678664 0.499359462144674 -0.241350393516952 -0.284677571437192 0.00353740223566142 0.0343878421826487 0.133575121302862 0.169819554007423
CD3 -0.00423394935744857 1.06000735135956 -0.00824196351965059 -0.0671050919092327 0.951350368757598 2.18359807112277e-29 0.943722854719114 0.629201473717603
Beta.catenin 0.0930024318765074 0.977733026873325 0.19099758368502 0.162662066053105 0.0387752867731395 5.26433219074313e-24 0.0688862634170477 0.15783892456007
CD45 0.0910335985568394 1.22490879129529 -0.15255626375926 0.0495033580557791 0.0355066398497767 2.17432558032743e-93 0.0115395211212229 0.436312524653132
CD45RO -0.0736975762453032 1.03099288985417 -0.00839747620709869 -0.162022911625242 0.4450438409519 3.7907007884642e-26 0.949068870907374 0.226583280380341
H3K9ac 0.431598992415733 1.0797046715125 -0.146379659110077 0.467065644349645 0.0140606696169623 6.02704388792217e-32 0.267617346464717 6.14527131243691e-05
H3K27me3 0.149979745255079 1.1976477843267 -0.0120319436951271 -0.0588954404374036 0.367378855369914 3.89399857161147e-45 0.921667362420782 0.614675340774576
phospho.S6 0.306922876965519 0.953695755121819 -0.0529899297729042 0.386707425155069 0.0940339909373199 3.05660279774523e-18 0.691346919018596 0.00130571214247177
HLA.DR 0.0616147624448563 1.04303750839035 0.0694953897887074 0.000470607554014267 0.326430441000784 6.04527915153255e-40 0.444342262495844 0.996249607591737
Keratin6 0.160791020933254 0.868020150896573 0.0061651924862536 0.485499813362398 0.00518271642596374 3.4676991336624e-15 0.959578106016467 9.96255806749682e-06
Pan.Keratin 0.10040858380717 1.10049517066807 -0.0277088966019042 0.136240773624576 0.101510568973708 1.19180937388791e-22 0.810317749342831 0.294174709456132
MPO -0.135547219517442 -0.0562340984136421 -0.0672420364963723 -0.0821294205998585 0.0177259042020284 0.81573124252845 0.742490119636715 0.799180356631102
HLA_Class_1 0.263801177223002 1.04073668879798 -0.0214042627948113 0.172519469131894 0.00350998807175833 6.23111323955463e-69 0.744063956594154 0.00921203335329124
