target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
FoxP3 0.46100001199127 0.0700679796943215 0.466229602116431 0.112212166259394 0.512524182735416 0.356453473809369
OX40 0.268761289037109 0 0.270159886885117 0.0814178934917931 0.501768672743426 0.171718198068957
EGFR 0.165040147409813 2.72118170543221 0.164668721824981 3.35441336665647 0.495185091302336 0.314226840211896
IDO 0.586203502842279 9.71878108788427 0.584922585697791 10.3647802393659 0.49534197879557 0.450183036550606
CD138 0.54396692580836 4.7320771445587 0.511169077855162 15.1560989491706 0.371603744215856 0.00245030294921658
CD20 0.341176203521835 14.8916403351868 0.330598443948468 19.0637225069803 0.411400086449274 0.258388476095837
CD11b 1.21976911805587 55.6547810276303 1.22725388812828 55.2271064668109 0.512087974905812 0.522259956874626
H3K27me3 0.480490079948521 54.1923020725231 0.481282066384797 54.052784336655 0.515333845525101 0.516142049919693
Lag3 1.39947451776224 8.33163371460944 1.40803827852932 8.14538623682049 0.509592301776459 0.518168112971757
PD1 1.13374513150222 15.6218695960249 1.13561248850889 15.6250659949941 0.502703316122102 0.499835922157632
Ki67 0.782889847871202 1.44141407451437 0.781559968907562 2.04913228808934 0.495111246875975 0.303432549599536
Keratin17 0.247559288831921 2.59617161474684 0.248624348944036 3.13479702057857 0.503146192258626 0.425736298132252
CD68 0.715027889752594 47.6682633579096 0.714460303230306 47.9970207785537 0.496547801779614 0.484347071328163
p53 0.058633096474586 0 0.0594566809865669 0 0.510564388710323 NaN
CD45 0.298542006491326 89.4905433896538 0.294956757396307 89.7141390146301 0.435659472226548 0.45281341197005
phospho.S6 0.784681882855098 18.7762211485474 0.692172176642623 31.7205365407345 0.0152681772699796 0.0243880891795912
CD4 0.445625151579998 69.5256024314353 0.449204194395666 68.9783499210447 0.52663994863675 0.540344082806814
CD31 0.720806971038748 2.8126074378706 0.690095822520575 10.4490256596827 0.423422464728897 0.00235090132902419
CD209 0.619086869550994 37.0640479850579 0.613612604007678 38.7456429989334 0.474378241614489 0.404817003780881
Beta.catenin 0.76186246775615 55.952146292838 0.694010996522049 62.8900890493568 0.205204169995384 0.196049647615886
CD63 0.619844272135546 38.9067701425297 0.620877831704394 38.8847085541706 0.504446072962455 0.500851188042241
CSF.1R 0.561398033537789 61.2052423359165 0.560087719321336 61.4951205162495 0.488778977307193 0.481337686131781
MPO 0.698945729128935 10.0921647737556 0.689736775242049 13.0933422029707 0.482818464761285 0.340039450582459
H3K9ac 0.471218951784456 67.4300979099714 0.461148141105998 68.7999788565955 0.324561669802931 0.289833713194279
PD.L1 0.664190517413479 51.1665771848774 0.641693619604045 53.1360513724153 0.364045762496316 0.446916348520694
CD16 0.870845770354221 72.7301335063762 0.872985845600133 72.5904642460601 0.509506267702682 0.512241226787907
CD45RO 0.428035836675289 88.0590803741888 0.430323330466116 87.9434735628979 0.535363999106755 0.539643519198863
CD8 0.731143866930502 33.8099204878917 0.7297904472027 33.7139351370306 0.492946975606928 0.504049820744287
CD11c 0.747822828584405 59.3321202509876 0.734391725502666 61.3711159532055 0.432522753877025 0.400071246279958
HLA.DR 0.822827221837397 36.5497126323578 0.778006043896905 43.1076233753462 0.110039524306309 0.0848244811401045
Pan.Keratin 0.466484213715841 58.1481472179409 0.452606832295341 61.1674288659492 0.393735310455449 0.338523829977206
CD56 0.0729171655701409 0 0.0734398535422446 0 0.502905531381218 NaN
Keratin6 0.4653714107653 26.9805586308361 0.426803417070416 36.605576660931 0.322445320165353 0.0438403127390243
CD3 0.426813645558015 70.1702206021047 0.428557511324062 69.7957249255638 0.518024285802561 0.528791896113377
HLA_Class_1 0.313529817113926 65.7964076253303 0.3016477602039 68.2048798510335 0.252364378349255 0.296589197033175
