target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
Lag3 0.0157928395619908 0.603715366237899 -0.164029584404122 0.117721076087053 0.730805645540162 5.01367878042554e-15 0.135162833924191 0.29076934589618
CD56 -0.0666151819776238 0.073519017667426 -0.050780625245317 -0.0362193036589652 6.29281647663122e-06 0.63322982267607 0.728965441198642 0.804878032465048
CD4 0.0382795218319258 0.80790063906303 0.504173806855389 -0.158666353904445 0.0144620164124601 5.35838487374574e-51 1.52477091194844e-13 0.00456787388534413
OX40 -0.000327617921993734 -0.0040542622873413 0.0166683032251472 0.0599023013382808 0.989144999263863 0.978977660710047 0.923985555678082 0.68040934334185
PD1 -0.02833523220749 1.0866196692071 0.0599499375840478 -0.0175388048300731 0.571689493301784 1.96828726037791e-117 0.313471437818298 0.799938991410234
CD163 0.0487118209352635 -0.105009339068382 -0.0593493552717723 -0.0499900380602323 0.280795528945233 0.606668157274211 0.660619818292908 0.715134515960879
CD11c 0.10263682865478 0.81501980379758 0.233807832246466 0.303956373117455 1.42285037171962e-12 8.8266800209714e-48 9.08363501869181e-05 2.22066975743451e-09
PD.L1 -0.175866898268443 0.67698275020711 0.180921157368529 0.450395149363527 0.00909369155230897 3.58963456943961e-12 0.131092655144177 1.20210563365825e-06
CSF.1R 0.0581101134233141 0.987734285225922 0.172130021741224 0.0832035703378124 0.000315341467304048 5.26571261382725e-91 0.00133904580593176 0.0950060615010718
CD31 0.0277099670952601 0.283759639215091 -0.210965679632683 1.24087699969732 0.183931086468494 0.0124757740226606 0.0591811956920958 1.64978678120379e-30
CD16 0.000102356184614313 1.18456077393363 -0.152172820413266 0.0824041518997568 0.997164282934686 1.2236222611302e-66 0.0246437197229173 0.218259114467154
CD3 0.0349695810000812 1.10529400099594 -0.0698824300012744 0.0904435297992789 0.00926603995618247 4.33718611643673e-160 0.120911625836079 0.0488327406644017
CD68 0.0394613886214491 0.988004174205657 0.0369322985766058 0.170535824373746 0.04751151638271 6.28439560710502e-44 0.646631936449488 0.00957985571612285
CD138 -0.0821936110761294 0.122768618208446 0.348677436223721 0.28057584876614 0.222388260339947 0.348916523246982 0.0222125849136868 0.0516535557169991
CD63 0.0142224411601824 0.721336693413587 0.00626789880549826 0.416071903125221 0.43236808022295 3.90265778118445e-16 0.955252925552803 1.3741485786069e-08
EGFR 0.0141339527913457 0.586028510685147 0.0714308160366 0.49373127452885 0.569691587366262 7.75735213651732e-09 0.511140382478514 1.15164004565887e-07
IDO -0.206016243161743 0.0221316465622658 0.00191433267803796 -0.06267542858197 2.05416805608155e-05 0.898036784217984 0.9891767296272 0.652529835498825
p53 -0.526236433232722 1.04723877241593 0.119684485178277 0.119979000103254 1.61542785223734e-05 2.35980039551318e-83 0.0728921133950447 0.0683715141298169
CD8 0.00498966308793866 1.18398099514539 -0.0913113778428171 -0.000269888607650554 0.80741747463246 7.47345783409265e-186 0.0523173007206545 0.995632100588111
HLA.DR 0.0509438840501681 1.118817253792 -0.0106112819968644 0.00470276954859635 0.0332408161558265 1.40389836014582e-62 0.878812972912443 0.938891959298064
MPO -0.0164371964091359 0.166175710412321 0.315388981671884 0.396509098034651 0.648248794628414 0.219891071524583 0.0190636495816276 0.000350058561191788
H3K27me3 -0.00979021078955009 1.16042439972391 0.0973831241523898 0.022435173575324 0.47286653093802 6.8702810246846e-131 0.132363918842823 0.701066905595946
Keratin17 -0.257815765751436 0.126121724791617 0.00213082566541953 -0.102463279472757 3.91529249480657e-06 0.375201775856203 0.988721756445288 0.399165486532043
H3K9ac -0.198043939145045 1.0712028296231 0.0543364396858635 0.212784959545735 3.54079740994805e-06 1.05422231460413e-78 0.460761871817948 0.00169892759574255
CD45RO 0.0407117854921651 1.10203455273186 0.0227362544788617 -0.0246050241028317 0.00477309819694659 2.12508654281035e-169 0.575079541474285 0.55659851338985
Ki67 -0.0259448324825407 0.133411780138415 0.0660980444576209 0.471862446968351 0.388400974846842 0.380820355880711 0.582509337908787 1.30700048583718e-05
CD11b 0.0266027787247475 0.962300924798991 0.30179355295321 -0.086274890715838 0.0942792108442971 3.00014180191862e-25 0.00135580530682999 0.231672098981667
Beta.catenin -0.148720293293066 1.02795476518023 -0.0167566363733533 0.301863073732526 4.78779269497751e-06 3.94134938853803e-59 0.824931481260755 1.93013926291606e-06
Keratin6 -0.0223851268118868 0.916710237618038 0.026811698000546 0.355974285440899 0.168245102862286 2.6651501040443e-34 0.759057302490719 2.50691906439706e-06
phospho.S6 0.175806808610721 1.04053812575538 -0.116307061513612 0.379789709688407 1.7928479202157e-09 4.66288978806741e-93 0.0769350096568437 1.12464433536658e-11
Pan.Keratin -0.0701491741914671 0.995761345115704 0.119232415864926 0.213888766582762 0.00810816382101843 1.29937130336252e-40 0.188142683444264 0.00983706056951603
CD45 0.0614763603440699 1.10420730929213 -0.0597247017037397 0.0711776353679843 7.41289045189135e-06 9.28786807466523e-226 0.0745688096369143 0.0304560862219686
HLA_Class_1 -0.160915928061161 0.908936352166328 -0.0219461651103159 0.457275302242407 4.90540920961489e-10 2.78814913437835e-63 0.745995296261559 3.1939356196623e-17
