target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
CD16 -0.0410477955025906 0.776739478029916 0.225883370202104 -0.131938320258685 0.354777544344932 1.97201122903163e-15 0.0411693408085624 0.340473390133071
CD31 -0.0559310284055952 1.01767415107999 -0.0469282903226502 0.222843911347671 0.461633940033462 8.55636455212444e-13 0.756759259250577 0.0929960029941183
OX40 0.435686068660625 -0.0463599210474943 0.0910606759948334 0.294059178196156 0.464600106956143 0.83343970335505 0.707276835509312 0.109305856160509
EGFR -0.404175783518489 0.954427194417328 0.143946911310576 0.320140527467269 0.000195434986527945 9.80343235630331e-24 0.184392099761806 0.00241344845555861
CD11c -0.0264687919272536 0.818420773933527 -0.161268325532975 0.292078921959405 0.499436898493501 2.48908952207091e-23 0.146515158753713 0.0100008485603849
PD.L1 -1.68133063701059 0.856552935327341 0.111750536762605 0.486398775819002 0.000746777121512359 8.11456008109929e-18 0.36409352112731 5.93340510273327e-05
CD68 0.0104792086196149 1.19642254587916 -0.222840216737442 0.0735772676482801 0.764224403329243 1.03037965679463e-64 0.0144099628540778 0.382916103729512
Ki67 0.022778443127377 0.614494505108473 0.209092409911423 0.0248892254520485 0.836715121288781 1.56333972603224e-05 0.144541277801036 0.859501395826941
CSF.1R 0.0394137030892474 1.12842794411939 -0.0896400164089097 0.200778379157492 0.18932579715039 1.73374613379075e-53 0.292298670416246 0.0236703842107133
CD138 -0.00597078835191856 0.808830477477306 0.168401935647377 0.383644401869598 0.858100503357279 2.20996071735724e-09 0.243521983874076 0.00241309940144851
Keratin17 -0.0763384194206457 0.923091295861739 0.0359976143923309 0.258521078678264 0.0283691141924675 4.34486176941903e-36 0.66187545429713 0.000274631753269345
CD45RO 0.157742751135208 1.18207346301012 -0.0715845101725901 0.161262760631108 0.04360467521832 1.66288078934815e-38 0.496595632388046 0.151383948090823
IDO -0.206994552098383 0.121182688373441 -0.0553193884438218 -0.0799572477135166 0.00254306041076836 0.598736818051761 0.792680380628909 0.677362194773474
CD11b 0.0592928103750306 0.768848201813408 0.437864879125516 0.309692388941244 0.125011009026683 7.99753929565952e-10 0.0110512748329494 0.0667327086393879
Beta.catenin -0.2904554884545 1.0043560555122 0.0147343645909686 0.201851512777778 0.00880118706107942 2.13776218311922e-33 0.87381123283317 0.0172953112696675
CD63 -0.0229937441122949 0.546918134984855 0.126831283142147 0.247504202418314 0.584599875118731 3.31905043016205e-05 0.454825073515983 0.0716221566321067
Pan.Keratin -0.1156019296462 1.03128216820999 0.021171773901445 0.119109847443376 0.00558342555212565 1.33186502540989e-78 0.707410313091692 0.0270096367246475
CD45 0.0626394417790759 1.19022218046063 -0.176626570793031 0.0745971739751012 0.313212961278234 4.29215498603263e-78 0.0185934670047681 0.369924754406027
p53 -0.114275999393432 1.05500036367772 0.202849106255983 -0.0276840199013213 0.0199381631445173 3.65701634445527e-42 0.013391038899522 0.748246368611329
phospho.S6 0.119280937172919 1.02870219927568 0.0817679290623803 0.406476655678667 0.00226195328235927 8.30016025241581e-37 0.47257607565657 9.00155990563851e-05
Keratin6 -0.14437213613633 1.09791924986746 -0.0355525334505085 0.0780126756216629 0.0030994325813623 1.72615499545353e-84 0.542282325113435 0.132600200709479
HLA.DR 0.078906587515545 0.814478106502775 0.324535359179241 0.0086957947031258 0.313806434876527 8.01624697776412e-23 0.00313238518797391 0.932521516173394
MPO -0.0696667123138607 0.268480343569369 -0.0444966949808673 -0.141248902397583 0.142492364571264 0.0644766295490319 0.809736952445573 0.512811426423451
H3K27me3 -0.0858616242804572 1.12440705784742 0.131156316215371 0.144023199862039 0.00769397232988155 2.77609964552052e-68 0.0915070905440057 0.125271757217244
H3K9ac 0.0653381384518608 1.20058549771263 -0.0585435510263158 0.31188583409408 0.0362719659289383 2.19414403722416e-62 0.533361046773168 0.00138147221572998
HLA_Class_1 0.402875324625269 0.943462668655906 0.186161490756543 0.37326748913243 4.96191570312037e-07 3.61946387438608e-22 0.0984830034648972 0.000265720724915527
