target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
FoxP3 -0.0702776629388759 -0.0371918790192793 -0.0342600560309242 -0.0382819524283591 0.00228809394625397 0.848967839963294 0.79777053539568 0.837544233350648
PD1 -0.141334088596869 0.15248549514802 -0.0718639018442399 -0.0828240313457072 0.000117471446194213 0.376258731982544 0.644648125790148 0.532199026487373
CD4 0.0676794863101648 1.03815051468751 0.188136476305704 -0.0442427442141888 0.416121839690017 1.53222493455657e-09 0.0680446657148236 0.777372760391438
PD.L1 -0.0397858337903002 0.526339960781294 0.0885015692516569 0.259277317267168 0.17865469579998 1.27124396241347e-05 0.428435314018876 0.0370075626960605
CD31 -0.15739489986987 0.0583096793735753 -0.103314942892189 0.00268457680206799 1.3625226385868e-05 0.674679788842843 0.497844449235813 0.985113808974793
Ki67 -0.204484930424004 1.08834658197832 -0.0486036117421497 0.322918332698306 0.0229196384812836 9.22820654853379e-19 0.723923149265235 0.000770496392818939
CD138 -0.121504469432644 0.988993591540261 0.124599529407307 0.0425415563522259 0.146214295359826 9.37130433293634e-35 0.243377937397518 0.660239118649559
CD68 0.023967977474894 1.19971419210088 -0.206192136158716 0.192146326477751 0.306265988443138 6.6165127703073e-131 0.00119098872265179 0.00252208847988521
CD16 -0.030729821423718 1.0545415502258 -0.184020364590058 -0.000434780178440281 0.252114890670594 3.94859582504107e-79 0.0222101691308379 0.996208950113005
CD8 -0.104855663945745 0.81230551669906 -0.21093620432823 0.09755324764465 0.111912798591478 2.44166227657867e-19 0.202629865893331 0.419638993411355
CD11c 0.00155239002197451 1.02078635547015 -0.107399365085637 0.102324222619457 0.978478737235219 2.15029696299469e-40 0.289275320873888 0.450471186994541
EGFR -0.118565817726932 1.04382204431437 0.263121099399029 0.00947831384516165 0.00293038976074811 9.71158951899241e-43 0.00674224146191281 0.915579782578648
CD163 0.0295513837454596 -0.0595071423931489 -0.0698477396311612 -0.0624337185175764 0.466829697985272 0.724379082084967 0.682371685393801 0.723411232401789
CD20 -0.186193303894816 0.186714580213461 0.332266402458399 -0.0656400162415339 0.0541343308315135 0.169092634407227 0.0788268497897798 0.719231618363207
CD63 0.0239484161870583 1.12642222635096 -0.0595582549212981 0.0894255680578118 0.413957449677888 7.04062968337139e-43 0.560668281331489 0.415485712833325
CSF.1R 0.0263176432211927 1.1747440860097 -0.0465634616751716 -0.0457967542761226 0.231216046085282 8.38184850990243e-144 0.354206081741179 0.485367477123255
CD3 -0.0363503663877374 0.907611692578584 0.0575625399986836 -0.0520433220834006 0.559349183023116 4.41439625561426e-25 0.555532452447845 0.625640917807249
CD11b -0.0160658770989791 0.7841122037444 0.144767744081967 -0.0411235626332646 0.639373477278471 1.81683819956637e-11 0.293428279052796 0.785705849207107
Beta.catenin -0.0269633957105204 1.03973056361153 0.0108526077294979 0.130754203777487 0.246918986911351 1.559906655766e-52 0.905816772468614 0.108148848209388
p53 -0.129491098698115 0.236654842162399 0.302751695992189 -0.0406128784313097 0.010912524031415 0.117247172454541 0.0187318265862932 0.739943156783889
CD45RO 0.118577995593216 0.986429728314968 0.0488865899700633 0.189289684565002 0.0319500488242309 1.72413893935138e-37 0.589464514430392 0.045695951314834
Keratin17 -0.187415519251122 0.326249615113622 -0.0724415686426126 -0.0157530124811182 0.00162933414708905 0.0596431162122122 0.63087637846379 0.899287590307572
MPO -0.03445874498206 0.334573008051302 0.241171322765056 0.126438595279412 0.230759418397249 0.0305351182843324 0.0687629561704009 0.423991055311339
H3K9ac -0.154440945756339 1.06863929567399 0.13680634096788 0.132674047239786 0.000110570368994984 5.34774136611282e-86 0.10911467672457 0.0716227729142555
H3K27me3 -0.183649508160914 1.15012956914389 0.055026287187512 0.0799563564734281 5.92012608855344e-06 1.25632609501954e-148 0.403876426790744 0.166451146885934
HLA.DR 0.0874077142213002 1.09195367984595 0.0860546821713837 -0.0103763439500903 0.0371951197547692 1.70804903777402e-99 0.172775603694329 0.882053283801779
CD45 0.14646587313098 1.18631812210084 0.0511847311955192 -0.0264807215850478 0.000387556468025666 8.7162981700465e-161 0.247534575080358 0.627297213399819
Keratin6 -0.1534673455905 1.11696562317849 0.103332559791014 0.119301997419421 0.00219414171911173 3.58404096442143e-55 0.282491828271295 0.205999889615315
Pan.Keratin -0.0994059884349118 1.24434862491973 -0.0372434091192282 0.146663927489542 0.00621062861503671 1.27843459886239e-74 0.700984242275722 0.080389965147992
phospho.S6 -0.0321126348961174 1.1273649358575 -0.02472422022675 0.107649815117918 0.142951692636558 3.50324440772974e-100 0.751000884240835 0.123460028166998
HLA_Class_1 -0.361470632977026 0.928902331756047 0.0249297359139162 0.40966998654931 3.16229938570124e-05 4.27282760845406e-35 0.80439629462728 1.02294621532982e-06
