target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
Lag3 0.0133657065149258 0.0824692708705293 -0.034316658339666 0.071796397765458 0.78143243132466 0.596870845035014 0.829652083001665 0.683303354351168
PD1 -0.0890049045608189 0.439044609810015 -0.140495220889829 0.0628536878725659 0.00698941077218406 0.000196907671975335 0.361157515423214 0.69290416775617
CD209 -0.0828200548695406 0.41068060975696 -0.0277257218114183 -0.337005613292042 6.10102468936707e-06 0.000203017251480695 0.866121219488778 0.0387260241576423
CSF.1R -0.13777012836923 0.441147487472836 0.12037313762412 0.0124508077049701 0.00852118110770308 1.56284949808826e-10 0.230246225712966 0.928707799365795
Keratin17 -0.0278959501686643 0.336113311122153 0.057892143549638 0.452061967801529 0.381113632634765 0.0017787606438784 0.618664008132747 9.01344815665867e-06
p53 -0.318760929796432 0.00293486970132435 0.0143898064242168 -0.124382544522397 0.000156349346353825 0.990088804106093 0.938156039032616 0.473454043062381
CD45 -0.00288743099470622 0.921186184928103 0.00284568797168757 0.0728565033143673 0.864627935000221 1.68660717396937e-107 0.949160627876311 0.167275022566666
phospho.S6 -0.038490352392514 0.573793554311231 0.0366231901414431 0.444103930756574 0.330168064291647 1.93485217359187e-14 0.676486153633475 6.53300892486654e-08
CD4 -0.0133107734577952 0.910074155207255 -0.221549427920667 0.283627817957153 0.628699284221532 6.67856327971916e-69 0.00556632909788601 0.00110258509271142
CD31 0.000704475385870361 0.457739566187381 0.0901277256501769 0.421089139202048 0.987119456235309 1.10316904439298e-05 0.443797489662102 0.000102489997419935
CD11c -0.136370556638559 0.360712166147779 0.153370013711687 0.0665613570720996 0.00461649345126587 1.4239769488095e-05 0.227929869189865 0.534769800417408
CD63 0.0215311634995993 0.973642111819244 -0.11102180615128 0.110616892461981 0.422459514690161 1.7946190285352e-48 0.168904072168545 0.143842221291921
Beta.catenin 0.000791895874513574 0.739841282129386 0.143834349346903 0.165193247104299 0.974108831771173 3.7913962186638e-30 0.0470694759585813 0.0128476812115897
CD8 0.000113103965147347 0.834044594326569 0.0999369092661596 0.05397356822177 0.99681257441356 6.75106163922769e-53 0.211185649907669 0.558502786871171
H3K9ac 0.0638592171811524 0.741171781577519 0.1511289250027 0.207051689373374 0.0297407556810401 3.08465420677521e-69 0.00219666339534381 1.13524759413656e-05
MPO 0.00666987934924019 0.879215056895375 0.157378009461218 0.0505920599252809 0.921765895313857 1.00841543607409e-19 0.13682236954264 0.632521646116726
PD.L1 -0.160013809557133 0.17473734052162 -0.0456420864170171 0.222815440067869 0.00386113769519143 0.193306825244887 0.785297887312925 0.146682714119995
CD16 0.0143932143938299 0.719927843164798 0.305614856891634 -0.235671681265446 0.666836488985832 3.8746061115647e-21 0.00159855673536276 0.0345024126959057
CD138 -0.000396057679566942 0.29800547548677 0.217984543309882 0.432522321778482 0.995861672339449 0.00490761249614308 0.0258610929020089 2.565584244766e-05
CD45RO -0.00140363838037217 0.938241900585792 0.0791859243093897 0.0166076966198735 0.951865702082249 1.42256628289275e-123 0.0507791792903633 0.710400249883613
HLA.DR -0.0169918493139898 0.818666089356032 0.0888130276135606 0.149205086372208 0.481706099415447 1.08785155823822e-53 0.130335015833084 0.0192751362451287
CD3 -0.00392310378389173 0.9799486639544 0.054244194471858 -0.120470765263029 0.815468457422019 9.45173945700233e-119 0.217861702222282 0.0822175546250224
Pan.Keratin -0.0479978700804496 0.78783177046667 0.0759750522053852 0.213959442955744 0.113549934571257 2.18503293023001e-55 0.135730293958434 2.93333264446099e-05
Keratin6 0.000548372761243972 0.86953323461671 -0.0210754374796979 0.138261855922607 0.977108214635369 7.97984304735933e-61 0.672160492967479 0.00516322004321628
CD56 -0.0106597358143098 -0.101288476922327 0.10251515472197 -0.347023371769176 0.786273609756515 0.529268235247246 0.505809154818905 0.0793478082780863
CD68 -0.0347614815399091 0.718852328645758 0.204513116312983 0.127192172973858 0.292528115210394 9.24181558280944e-44 0.000842054876012154 0.0303275847300491
CD20 -0.0528295244350307 0.409090301039185 0.150845452345109 0.257865932514701 0.189423947017014 2.21479654301919e-07 0.124492039305903 0.0166541576388282
Ki67 -0.030504297685024 0.403752568126664 -0.0103388180154759 0.241421036767728 0.422996894489779 0.00187068079539059 0.945639296369205 0.0885041483360407
CD11b -0.145519624824794 0.6064320169913 0.0610672583009852 0.422677785171034 0.15072848104187 6.07834910752778e-38 0.258876811070208 6.11771160253328e-16
IDO -0.0417039227256232 0.612419150893395 0.0714572853886989 0.358492255807397 0.564996505767817 8.05482950346051e-15 0.410538338519139 5.4352455518404e-06
H3K27me3 0.0112465280412282 0.887019805695625 0.0658237921467876 0.0772765101276832 0.684519586917435 6.62342095546421e-64 0.312681635846568 0.240711989196647
HLA_Class_1 -0.0754360311963413 0.785054665207346 0.106673557461639 0.228423630684639 0.022395581908205 6.41687225066636e-60 0.0333107567507566 1.17587988193754e-05
