target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
FoxP3 -0.0158934520882491 0.261177406842144 -0.00278060005322951 0.0114849888139372 0.566648558153312 0.0547589031218157 0.843133674268116 0.93248909045317
IDO 0.00620534828504295 0.47438597279765 0.106011505734184 0.266677480272897 0.873417940268173 9.63286883514424e-08 0.268011827806861 0.00963412062185226
Ki67 0.0591473061346368 0.0228876116361939 0.184621280009431 0.135494510926937 0.224644447121359 0.287530081252709 0.129556142157839 0.327687262053798
CD20 -0.225878636736427 0.107632238533998 0.137267285813508 0.0882851301908012 0.000493965416265698 0.236294351733377 0.232902243808903 0.500859070760342
CD163 -0.0186675894478669 -0.0241381785388002 -0.0271842445299135 -0.00404478276083045 0.065024652221014 0.865786286619942 0.800406673095733 0.971795903864395
PD1 0.102368669312469 0.756327485115739 -0.032839824330718 -0.0372057524265273 0.0914119057438447 2.30905167376263e-54 0.451883958787236 0.739276894211104
CD11b 0.0482484838707476 0.860041624522637 0.0583005824999907 -0.00886552388286095 0.481179847137849 3.90677298335651e-57 0.260552425377447 0.92255805539334
H3K27me3 0.044003498136074 0.771327630040133 0.196531669640735 0.0799550408693756 0.382465236233841 1.42962365566694e-60 0.000133064700591774 0.254407322516202
Lag3 0.124122816033122 0.654480543628717 0.0172473370134893 0.135174359811845 0.392747812391909 7.62105389582288e-17 0.863264935760904 0.346030502027907
CD68 0.0237775307157235 0.649990997979452 0.136244597621297 0.0937875703871242 0.627779561118105 5.69513527646111e-29 0.00663993439021674 0.387311614652181
CD209 -0.0664412069498264 0.249111031023322 0.0101978859604035 -0.0134448766793815 0.00482013032140491 0.0791110367721706 0.935682344860025 0.938825605943374
Keratin17 -0.101406821076005 0.487943714088581 0.0635579346604356 0.0282235154030974 0.00204671302257628 8.83204917163628e-08 0.285966213700688 0.81504691384799
p53 -0.210754097306452 0.252982042933772 0.0935105815485323 -0.198771242599094 3.13340428416104e-05 0.0199623373349531 0.383413430568628 0.215347863931432
CD31 -0.00516737533903159 0.373691192513898 0.0744501147834412 0.166318810665919 0.878035618675695 2.41184597874434e-06 0.42008994945526 0.167932643785491
phospho.S6 0.041309113544322 0.18928445635936 0.0330780149305693 0.636805325418394 0.320636092629631 1.01872742957905e-05 0.41506992600137 1.86189722266065e-16
CD45 0.00435034068509619 0.955698128036588 0.0247457921799549 -0.0277627681111439 0.78886521421026 5.1871890927818e-159 0.120959453806447 0.569080583534711
CD4 -0.012145189936558 0.912960037901665 0.00550208605845082 0.00947981107279849 0.577627106034301 5.73171194149318e-97 0.842515707554034 0.899856349228205
CSF.1R -0.0195445270453366 0.666734552929525 0.172451220440275 0.0116518257727679 0.469106766692996 6.33255076850221e-38 0.000234905502002443 0.902360218258893
CD63 0.0170574726420274 0.638112840401016 -0.00707998540891737 0.283303692809672 0.724195744534953 6.59466764059139e-17 0.923222612067349 0.0093350877216326
Beta.catenin 0.0137278242122328 0.85204244685645 0.0786664972068545 0.111252851292438 0.666034007137633 4.40404580688678e-55 0.0943389974619442 0.108557144046471
CD11c 0.0177417868450139 0.819856200017894 0.0155523372797709 0.058307372833084 0.579640322804961 1.08149034178814e-56 0.58787649435409 0.508978471327555
PD.L1 0.00609944929826288 0.692437091740557 0.165238336972919 0.0695454442632393 0.891624944653653 1.14795674766608e-38 0.00136878164960697 0.472066396757441
H3K9ac -0.0305732062230255 0.564112184810364 0.123219778553675 0.417946769472632 0.301203259008485 1.89659833439819e-33 0.0222612377782336 2.78397444694519e-08
MPO 0.00784168604245055 0.75484871249717 0.12355457849481 -0.330150334317039 0.854390539881242 4.12718831396022e-18 0.353805165629516 0.056631271203584
CD16 0.0228885594037532 0.708249818359848 0.0366627959740384 0.18079160727251 0.832875727259136 9.94523218131316e-86 0.0945641431805373 0.00453085372722867
CD8 0.0134344491007949 0.868240806768243 0.124845518937466 -0.330953955172022 0.704473910695369 1.71676545491483e-89 0.0168254822093315 0.00132649857764117
HLA.DR -0.00246331312725385 0.714422279215752 0.0493636169153249 0.197167313788703 0.939973897445882 1.89543713528284e-46 0.133873240256992 0.00759394534985321
CD45RO 0.0104389531205124 0.933145156457477 0.0223600135381436 0.0468577001226235 0.687267317601835 6.85604063970008e-149 0.302715217099308 0.37071256406741
CD138 0.00353004487265098 0.0548909638768129 0.135572276747851 0.561053701333593 0.931245160984096 0.306276616958623 0.175388921180748 4.99115465945981e-09
EGFR 0.0101326377974683 0.850219873924602 0.0211301835475656 0.143127383176793 0.767910274426113 3.54890668984733e-48 0.58649361353454 0.0619426648730395
Pan.Keratin -0.0126624563339295 0.844397857250138 0.0303913966038927 0.211411927068058 0.569404862459692 1.50919837240302e-88 0.279709404840962 2.02644819504672e-05
Keratin6 0.0164390562239985 0.73723378298761 0.152693350105164 0.135154049105561 0.433351394080667 1.79183218422874e-47 0.000669758225342015 0.0432542820337746
CD56 -0.0550951751892535 -0.0541733654871674 0.0815507801542436 -0.00386628038661373 0.000139364463412117 0.740699071317688 0.392324753729376 0.973827134726566
CD3 -0.00563393137938488 0.917380599642902 -0.0195710041827651 0.130008286873634 0.756127488963021 5.00311631847309e-124 0.414113426140241 0.0602636151711455
HLA_Class_1 -0.108086570660517 0.687954044727304 0.0102309284660501 0.427051903461003 0.0160758539230965 3.4508893022207e-57 0.537538247491154 2.2946513860885e-16
