target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Lag3 0.117037148129932 0 0.119336743510227 1.05943007574398 0.513418478780533 0.169210631343698
CD56 0.0207460886112137 0 0.0208414834016827 0 0.501465011292617 NaN
CD4 0.391004552299681 50.6049008898892 0.385644939824649 50.8076524001412 0.413324926593539 0.493782204109952
CD31 0.978808510220599 6.17073379643055 0.974801588946283 7.17988851925407 0.488325596546335 0.389459487302989
PD1 0.219153748885638 0.115888265775512 0.220071009280867 0 0.503121941243586 0.828281801931043
Ki67 0.468493414978491 0.0573738354579567 0.473221174508522 0.791732825914657 0.514582543381742 0.106383843659033
CD163 0.663089340674204 0 0.663589748933896 0 0.500241000873352 NaN
CD11c 0.457615990217964 21.8715253464756 0.44780123733015 25.1768671633094 0.454714907514504 0.335808732103346
PD.L1 0.292398646124035 16.558407884548 0.291344403053312 16.5721494055851 0.495563021868467 0.499285692865518
CD209 0.0909065345772042 0.419253715923444 0.0911941716061571 0.034571569050621 0.50358645301463 0.905620565339589
CD16 0.399536476149243 39.3266569811988 0.398622243257041 39.1061595694295 0.492031710088241 0.511489406427278
IDO 1.09085689919609 15.4617000524079 1.09114482996874 14.1503018853196 0.500514776495328 0.585287607200006
EGFR 0.10913598288504 8.96443192253794 0.113734047161205 6.38899395228335 0.541514275706147 0.628135285878939
p53 0.108747158438713 0.177461117435641 0.128032602829484 8.81411985741556 0.661063065515512 0.10033504951935
CD8 0.665510422637746 51.0694868558631 0.66360516846208 51.357730544858 0.47871249372953 0.480362915475419
CD63 0.145294934712569 15.1108577004749 0.147002288057864 15.27948412606 0.52110479122304 0.491128518844881
CD68 0.660660055958 40.9545302818214 0.649592877644756 43.1483411319281 0.398912654336983 0.37922260889599
CD138 1.22682896547444 31.2513454762002 1.08787596558785 45.2347064647836 0.0559335649927758 0.043425421100508
MPO 0.166903924157166 0 0.168004237205309 0 0.504199506129484 NaN
H3K27me3 0.428688156776592 68.013564486187 0.430243157972121 67.7829749274593 0.525625653019895 0.528433504987688
Keratin17 0.590976167811145 74.1014596449912 0.587028522786702 74.4590444204651 0.48054162207823 0.458515329711702
HLA.DR 0.478414495125609 62.3680129882594 0.478352398528656 62.4207047050446 0.49896878210753 0.49461102887173
CD45 0.258007139404382 89.7731402009747 0.257656131977902 89.8142330787979 0.492794449328355 0.489855420366141
CD3 0.318346816611273 79.906480725572 0.317724552690304 79.9631201501228 0.487456543080792 0.489482384288695
Beta.catenin 0.396520573685623 71.8298038223322 0.396363157877742 71.8341073401525 0.498721043481828 0.499685416714696
Keratin6 0.308110387915086 75.4236333069622 0.305729053099229 75.5963976935728 0.466505696469963 0.488303857241837
CSF.1R 0.383898633466321 57.8294295576816 0.385014013374266 57.5471548538473 0.509477953247411 0.510697120811079
CD45RO 0.367706499192798 81.8298844877946 0.369375590954277 81.6767524635477 0.530848097086745 0.521971543827908
CD11b 0.126140890488871 12.6172114846122 0.12485420966632 16.7179421334994 0.486650712595592 0.264391157205313
phospho.S6 0.608479567340465 29.8297338409588 0.579858329214785 36.2527182866739 0.107044672987008 0.0565212643670324
H3K9ac 0.43045669124835 66.0944142203575 0.432172950308861 65.8386720062974 0.547910258611525 0.55231677960796
HLA_Class_1 0.392168234047016 66.9599838891069 0.376294405680026 69.7090346974472 0.185039734813746 0.136402003787855
CD20 0.394072911148591 10.5325251657588 0.396527500294011 9.29610974917011 0.529956458138032 0.647143272616507
Pan.Keratin 0.26882387626247 90.9146760348024 0.264810601190479 91.1631221720219 0.450534616001522 0.449891283847879
