target intercept intra juxta.40 para.120 p.intercept p.intra p.juxta.40 p.para.120
Lag3 -0.0348928472770614 0.0562392046900195 0.198631882848782 0.260062995261944 0.0560038386782911 0.708490004843745 0.196136011106929 0.0251309579735809
CD56 -0.0724940911365891 -0.0285237854062253 -0.0459484368762008 -0.0275668138251782 0.000446854863733151 0.853992662837909 0.821673733763791 0.89121966908136
CD4 0.0215821564403052 1.02839505430177 -0.194615757213258 0.333374531338915 0.192085330720735 3.45243773571859e-69 0.00603153443887285 1.93073828099223e-08
CD31 -0.0365303887345592 0.535632068191628 0.336852273026211 0.103656760060879 0.482707729437129 5.32061895107973e-05 0.0149777223403084 0.373911349812257
PD1 -0.119584555415574 0.168299300850031 0.0122476506537682 -0.070849804495027 1.73996276423506e-07 0.106778246116712 0.905428871841408 0.470489577210298
Ki67 -0.0435223298085238 0.464449789499297 -0.197261140213771 0.412957483323635 0.164537023868347 0.00289696991692078 0.0704316433234133 0.000266239236775084
CD11c -0.00826299205645729 0.574065217344081 0.0596209013788353 0.45035931634976 0.703736850398788 3.07681395317451e-14 0.548838863626948 1.2717864676954e-06
CD163 0.049212024326284 -0.0308894669760291 -0.021477703046641 0.0179373888757007 0.51546268431255 0.855620084011968 0.877914919032411 0.896424790315461
PD.L1 0.00698480351212641 0.835662852799758 0.0309681348217486 0.178508197821282 0.798437241005801 1.56697752984319e-15 0.770047610856937 0.0712042403561297
CD209 -0.0458974711894675 0.325950082247803 0.0191731267185747 0.129184523542711 0.0325536920858996 0.0210409461434868 0.909419021594872 0.401851311182782
CD16 0.0325780140853335 1.32868891625968 -0.253925586646162 0.176325454466722 0.106600521395094 8.83389805233768e-67 0.00645626835515932 0.0442217130260533
IDO -0.037062460917521 0.66234789810607 0.182867152853821 0.269041723041393 0.445188138517699 2.43703240438553e-13 0.0764807156616486 0.00551436448501543
EGFR -0.0876656452664831 0.428026782581726 0.315248579840095 -0.0332720092371179 0.0113223947057737 1.73966083782658e-10 0.0100393054798356 0.71654477641757
p53 0.225792934736596 0.284319995031858 -0.139736691189432 1.64761254343293 8.72774239228479e-05 0.0436522443708802 0.256436112475383 2.4836590032951e-40
CD8 -0.00836352245274768 1.20468358467861 -0.198475958726421 0.073394931309527 0.76846730565131 6.15744936374323e-83 0.0096931775310426 0.275735014075276
CD63 0.0724954544060219 1.11360969516716 0.0853803610682268 0.0959032208316472 0.0676590582775605 3.4664887705732e-34 0.448136927215464 0.420537848699371
CD68 -0.0262706063156157 1.26925388090111 -0.22835516264669 0.392394272156845 0.3225038342427 1.50099614369241e-73 0.01061347811502 1.19030606686233e-06
CD138 -0.117856889170065 0.514861878420139 -0.0197833808156663 0.699702376356414 0.0153599699269875 1.59264715284914e-12 0.813533519442875 3.93381251849282e-26
MPO -0.128354754279042 0.0603063825432768 -0.0659009853176507 -0.102102181048035 4.78193988827856e-05 0.742030884776476 0.675344957143327 0.457065376743973
H3K27me3 -0.0231370679091051 1.22209857730576 -0.0497964670199344 -0.0128426484231263 0.230310686568148 1.46007725376077e-109 0.465147025192654 0.828715185318487
Keratin17 -0.0306416089403027 0.942218615550414 -0.0383916971708532 0.18564120793504 0.220585846945335 4.64161555898277e-59 0.524518515512775 0.000396842016788417
HLA.DR 0.0203964766554609 1.14455196588321 0.12764285498913 -0.153039528782802 0.286702779129988 1.33202918294201e-81 0.0563954303228344 0.0172485596132446
CD45 0.00197822631151262 1.10996192124066 -0.0137080788623149 -0.0501261910290751 0.861155478471921 7.35840913876814e-192 0.70724219174711 0.120070543591181
CD3 -0.00120461024510606 1.03305627969943 -0.00453122102194634 0.101194865852646 0.924512605961214 9.35559894083584e-134 0.928548245351094 0.021554182227908
Beta.catenin 0.0353893382884405 0.954959298086168 -0.0666402048086037 0.208834525898781 0.0946595722483761 1.37693825881091e-48 0.345888344429449 8.77990372730463e-05
Keratin6 0.0473306472285955 0.97115932568308 -0.00360905547010878 0.208847684108283 0.000800406358309016 1.483307880717e-80 0.94563001462997 4.21999271027345e-06
CSF.1R 0.0407688058384656 1.10181467651274 -0.0737393930470932 0.171061522733588 0.017689499432427 1.74912975837838e-74 0.320194369138856 0.00886612434744353
CD45RO -0.00682003438219324 1.07570587458491 -0.0596083571438114 0.0657419300958786 0.643233207652978 1.02748921038406e-143 0.220221733707096 0.120698597836306
CD11b -0.0229699179707624 0.646776562548295 0.518624664613042 -0.293106356085389 0.298757240830237 3.14284693500838e-10 3.16570701783613e-06 0.0235437468756157
phospho.S6 -0.120260325979382 0.679006653368801 0.132659136830072 0.506465475548968 0.0002747845865752 6.94791444565427e-16 0.181016671910328 8.6636790542016e-10
H3K9ac -0.0277947442831928 1.12272831863126 0.102078977551628 -0.00176167954361094 0.132700211974929 3.12314236725095e-97 0.125238715455373 0.977430741559542
HLA_Class_1 -0.0013126055454189 0.901135209285606 0.00595249615544877 0.326775126267323 0.931076478037473 3.2020935913479e-70 0.924748957959167 4.34912334994313e-09
CD20 -0.0403261824709618 0.968836937980092 -0.160670202264263 0.0407709931281176 0.257174134014351 1.33141158680086e-17 0.152617248944116 0.724113511308276
Pan.Keratin 0.00366115125077655 0.906625018601779 0.130766108823361 0.0486911940081675 0.736730147316909 3.50311664671489e-104 0.00152006132426091 0.101462787346694
